job_id,job_title,salary_usd,experience_level,company_location,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,company_name,
AI10929,Principal Data Scientist,97932,EX,Ireland,South Korea,0,"R, GCP, Git",Bachelor,10,Telecommunications,Digital Transformation LLC,
AI10930,ML Ops Engineer,128015,SE,Norway,Norway,0,"Deep Learning, Git, Linux",Associate,9,Finance,AI Innovations,
AI10931,Data Scientist,72690,MI,Austria,Austria,100,"Python, Kubernetes, Linux, TensorFlow, Azure",Bachelor,4,Automotive,Smart Analytics,
AI10932,Research Scientist,139267,SE,United Kingdom,United Kingdom,100,"Data Visualization, AWS, Python, Docker",Master,6,Finance,Future Systems,
AI10933,Principal Data Scientist,98526,EX,Israel,Australia,100,"Spark, Python, Git, Linux",Bachelor,12,Manufacturing,Predictive Systems,
AI10934,Data Engineer,228495,EX,Switzerland,China,100,"Scala, Python, NLP",Bachelor,17,Transportation,Quantum Computing Inc,
AI10935,Principal Data Scientist,74853,EN,Canada,Canada,100,"SQL, NLP, AWS, Python, Spark",PhD,0,Education,Neural Networks Co,
AI10936,NLP Engineer,48085,EN,Austria,United Kingdom,50,"Hadoop, Kubernetes, Deep Learning, Python",PhD,1,Gaming,Advanced Robotics,
AI10937,Autonomous Systems Engineer,116762,SE,Canada,Canada,0,"Hadoop, Computer Vision, Scala, GCP, TensorFlow",Bachelor,9,Real Estate,Quantum Computing Inc,
AI10938,Head of AI,260090,EX,Switzerland,Switzerland,0,"Tableau, Azure, Docker, Spark, Kubernetes",PhD,17,Gaming,Machine Intelligence Group,
AI10939,Research Scientist,160583,SE,Canada,Canada,100,"PyTorch, MLOps, Python",Associate,9,Technology,Quantum Computing Inc,
AI10940,AI Architect,86679,MI,Canada,Canada,0,"R, Linux, AWS",PhD,3,Government,DataVision Ltd,
AI10941,AI Consultant,76014,MI,India,Austria,0,"Kubernetes, SQL, Azure, Python, Linux",Associate,2,Telecommunications,Advanced Robotics,
AI10942,ML Ops Engineer,62941,EN,Sweden,Sweden,50,"Java, Linux, TensorFlow, SQL",Associate,0,Retail,Predictive Systems,
AI10943,AI Specialist,54105,EN,Netherlands,Netherlands,50,"Scala, Spark, Kubernetes, R, Java",Associate,1,Government,Predictive Systems,
AI10944,AI Software Engineer,116982,MI,France,France,0,"R, Hadoop, MLOps, Deep Learning, Docker",PhD,4,Retail,Cloud AI Solutions,
AI10945,Head of AI,57378,EN,Canada,Australia,0,"Azure, SQL, GCP, PyTorch, Git",Bachelor,1,Retail,Quantum Computing Inc,
AI10946,Data Scientist,228453,EX,Australia,Singapore,100,"Hadoop, Python, Spark, R",Master,19,Manufacturing,Machine Intelligence Group,
AI10947,AI Consultant,86869,MI,Germany,Germany,100,"Linux, Python, Tableau, SQL",Master,2,Automotive,Neural Networks Co,
AI10948,Data Scientist,158050,SE,Norway,United States,50,"R, Kubernetes, Git, Deep Learning, Computer Vision",Master,5,Technology,Cognitive Computing,
AI10949,Autonomous Systems Engineer,131457,SE,Netherlands,Netherlands,100,"Java, Linux, NLP, Tableau",Master,9,Gaming,Machine Intelligence Group,
AI10950,AI Product Manager,84901,SE,Austria,Austria,0,"MLOps, GCP, Kubernetes, Spark, Mathematics",Master,7,Real Estate,Autonomous Tech,
AI10951,Data Analyst,122071,EX,Finland,Israel,100,"Python, Hadoop, Linux",Associate,17,Consulting,Autonomous Tech,
AI10952,ML Ops Engineer,57629,EN,South Korea,Denmark,100,"GCP, Computer Vision, Linux",Bachelor,1,Consulting,Neural Networks Co,
AI10953,ML Ops Engineer,52486,EN,China,Australia,100,"NLP, MLOps, TensorFlow, Git",Bachelor,0,Manufacturing,Neural Networks Co,
AI10954,Research Scientist,87978,SE,Ireland,Ireland,0,"Linux, Computer Vision, AWS, Mathematics",Associate,8,Transportation,Advanced Robotics,
AI10955,Machine Learning Researcher,130679,SE,Denmark,Denmark,0,"Data Visualization, AWS, GCP, Scala, Java",Associate,7,Automotive,Advanced Robotics,
AI10956,Machine Learning Engineer,88463,EN,Singapore,Singapore,50,"Java, GCP, Git, Python",Master,0,Consulting,Future Systems,
AI10957,AI Architect,50420,EN,China,Japan,0,"Linux, R, Hadoop, Statistics",Associate,1,Energy,Predictive Systems,
AI10958,AI Software Engineer,90946,SE,Finland,Finland,0,"Python, Docker, Data Visualization, Statistics, Scala",Bachelor,5,Manufacturing,TechCorp Inc,
AI10959,Head of AI,107933,EX,India,India,100,"Scala, Kubernetes, Tableau",Master,10,Media,Machine Intelligence Group,
AI10960,AI Software Engineer,115358,SE,France,Israel,50,"Hadoop, Azure, SQL",Associate,7,Manufacturing,AI Innovations,
AI10961,AI Specialist,316486,EX,Norway,Austria,0,"R, Hadoop, Statistics, MLOps",Associate,19,Energy,DataVision Ltd,
AI10962,Research Scientist,83539,EN,Norway,Norway,50,"MLOps, Linux, Docker, NLP, Spark",Bachelor,1,Education,AI Innovations,
AI10963,AI Architect,96103,MI,Canada,Canada,100,"NLP, PyTorch, Spark, TensorFlow",Master,3,Healthcare,Algorithmic Solutions,
AI10964,Head of AI,60357,EN,Ireland,Ireland,50,"Linux, Tableau, PyTorch",Associate,1,Education,AI Innovations,
AI10965,AI Software Engineer,88717,MI,Denmark,Denmark,100,"Spark, Linux, SQL, NLP, Computer Vision",Master,2,Transportation,Neural Networks Co,
AI10966,Autonomous Systems Engineer,173202,EX,Netherlands,Netherlands,50,"Python, Tableau, Hadoop, Kubernetes",Bachelor,17,Gaming,AI Innovations,
AI10967,Data Engineer,178120,EX,Norway,Norway,0,"Tableau, PyTorch, SQL",PhD,17,Transportation,Machine Intelligence Group,
AI10968,Data Analyst,76669,MI,Sweden,Sweden,0,"Scala, Docker, Python",Bachelor,4,Education,Autonomous Tech,
AI10969,Machine Learning Engineer,146429,EX,Japan,Japan,100,"Spark, R, MLOps",Bachelor,18,Consulting,Quantum Computing Inc,
AI10970,Machine Learning Researcher,57462,MI,Japan,Japan,0,"Mathematics, Kubernetes, Docker, AWS, NLP",Associate,2,Manufacturing,Predictive Systems,
AI10971,Machine Learning Engineer,60204,EN,Japan,Japan,0,"Azure, Computer Vision, Linux",PhD,0,Energy,Smart Analytics,
AI10972,AI Architect,68000,MI,Ireland,Ireland,100,"Kubernetes, Git, Data Visualization, GCP, Python",Bachelor,3,Retail,Digital Transformation LLC,
AI10973,Computer Vision Engineer,126559,EX,South Korea,Finland,50,"SQL, Linux, Data Visualization, Spark, Azure",PhD,18,Media,Neural Networks Co,
AI10974,AI Software Engineer,132846,MI,Singapore,Singapore,100,"MLOps, Data Visualization, Python, Linux",Bachelor,2,Retail,Future Systems,
AI10975,Autonomous Systems Engineer,243094,EX,Germany,Denmark,50,"Java, Spark, PyTorch, Tableau, GCP",PhD,14,Energy,Advanced Robotics,
AI10976,Data Scientist,64095,MI,Austria,Austria,0,"Python, Hadoop, TensorFlow, Computer Vision",Bachelor,2,Automotive,Algorithmic Solutions,
AI10977,Deep Learning Engineer,113233,SE,Netherlands,France,0,"AWS, Hadoop, MLOps, NLP",Associate,8,Automotive,TechCorp Inc,
AI10978,AI Architect,112398,MI,United States,Singapore,50,"Azure, R, Deep Learning, GCP, Spark",PhD,3,Real Estate,AI Innovations,
AI10979,AI Research Scientist,263576,EX,Switzerland,Switzerland,100,"TensorFlow, Kubernetes, Docker, Data Visualization",Associate,13,Government,Autonomous Tech,
AI10980,Computer Vision Engineer,109132,SE,France,France,0,"Scala, Java, Statistics, Linux, Python",Bachelor,7,Technology,Digital Transformation LLC,
AI10981,AI Specialist,114519,MI,Australia,Australia,100,"Kubernetes, Linux, Python, Git, Azure",Master,3,Technology,Predictive Systems,
AI10982,Data Scientist,296132,EX,Norway,Norway,0,"Scala, NLP, Statistics",PhD,13,Media,TechCorp Inc,
AI10983,AI Architect,168207,SE,Denmark,Denmark,0,"Azure, GCP, MLOps, Hadoop",PhD,8,Technology,Smart Analytics,
AI10984,AI Research Scientist,34721,EN,Ireland,Ireland,0,"NLP, GCP, Hadoop, Kubernetes, Mathematics",Master,0,Government,Future Systems,
AI10985,AI Specialist,92027,SE,France,France,50,"Hadoop, Python, Mathematics",PhD,8,Telecommunications,Advanced Robotics,
AI10986,Autonomous Systems Engineer,110385,MI,Norway,Ireland,50,"Python, Hadoop, GCP",Bachelor,3,Energy,Quantum Computing Inc,
AI10987,ML Ops Engineer,171011,EX,Finland,Netherlands,100,"Spark, Scala, SQL",Master,13,Transportation,Quantum Computing Inc,
AI10988,ML Ops Engineer,209397,EX,Denmark,Denmark,0,"R, Python, Java, Scala, Data Visualization",Master,10,Telecommunications,Cognitive Computing,
AI10989,Machine Learning Researcher,94981,MI,United States,United States,50,"Tableau, Statistics, Python",Associate,4,Real Estate,Digital Transformation LLC,
AI10990,Autonomous Systems Engineer,336333,EX,Denmark,Ireland,0,"Python, R, MLOps",Master,14,Telecommunications,Machine Intelligence Group,
AI10991,AI Architect,58183,MI,Ireland,Ireland,100,"Data Visualization, NLP, Azure, Python",PhD,4,Education,DeepTech Ventures,
AI10992,Head of AI,76950,EN,Singapore,Singapore,100,"Python, SQL, TensorFlow",Master,1,Energy,Digital Transformation LLC,
AI10993,Research Scientist,132079,MI,Norway,Norway,0,"Azure, Spark, NLP, Data Visualization",Associate,3,Gaming,Smart Analytics,
AI10994,AI Product Manager,53336,MI,South Korea,South Korea,50,"Python, Scala, Mathematics",PhD,2,Telecommunications,Predictive Systems,
AI10995,AI Consultant,199482,EX,China,China,100,"R, Deep Learning, Hadoop",Master,13,Consulting,Cloud AI Solutions,
AI10996,Data Scientist,102968,EX,India,India,0,"Scala, Deep Learning, Computer Vision, Python",Master,10,Technology,Predictive Systems,
AI10997,ML Ops Engineer,196867,EX,France,France,0,"R, Hadoop, PyTorch, TensorFlow, Python",Bachelor,12,Manufacturing,Autonomous Tech,
AI10998,Research Scientist,89652,SE,China,France,100,"Azure, TensorFlow, Linux, PyTorch",Associate,6,Manufacturing,DeepTech Ventures,
AI10999,Robotics Engineer,117724,SE,United Kingdom,Japan,0,"AWS, Linux, SQL, Scala",Associate,5,Government,Smart Analytics,
AI11000,Machine Learning Researcher,64509,MI,Ireland,Ireland,50,"TensorFlow, Kubernetes, MLOps",Master,3,Healthcare,Digital Transformation LLC,
AI11001,Deep Learning Engineer,150346,SE,Germany,Germany,100,"PyTorch, SQL, MLOps, Azure, Docker",Bachelor,5,Transportation,DeepTech Ventures,
AI11002,Deep Learning Engineer,128302,MI,Norway,Finland,0,"R, MLOps, Azure, SQL, AWS",Bachelor,3,Consulting,TechCorp Inc,
AI11003,Principal Data Scientist,126634,SE,United Kingdom,Austria,50,"R, Kubernetes, Tableau, Java",Associate,8,Real Estate,AI Innovations,
AI11004,AI Architect,73701,MI,Ireland,Ireland,50,"Linux, Kubernetes, Java",Associate,2,Automotive,TechCorp Inc,
AI11005,Head of AI,76598,MI,India,India,50,"Scala, Python, NLP, Computer Vision",Associate,2,Real Estate,Advanced Robotics,
AI11006,Data Engineer,95671,EN,Netherlands,Germany,100,"Scala, Data Visualization, GCP, Deep Learning",PhD,0,Gaming,Autonomous Tech,
AI11007,Machine Learning Researcher,111903,SE,China,Denmark,50,"Linux, Kubernetes, MLOps, Deep Learning",PhD,5,Manufacturing,Future Systems,
AI11008,Robotics Engineer,113979,MI,Singapore,Singapore,100,"MLOps, Git, R, Computer Vision, Linux",PhD,4,Government,Cognitive Computing,
AI11009,Data Analyst,64531,EN,South Korea,South Korea,50,"GCP, R, Statistics, Deep Learning, Azure",PhD,1,Real Estate,DataVision Ltd,
AI11010,Data Engineer,179159,SE,Singapore,Ireland,100,"Git, AWS, SQL, PyTorch",Bachelor,6,Automotive,TechCorp Inc,
AI11011,Data Scientist,154872,EX,India,United States,100,"Python, Spark, TensorFlow, Hadoop, NLP",Bachelor,15,Retail,DeepTech Ventures,
AI11012,ML Ops Engineer,146434,MI,Switzerland,Japan,0,"Linux, MLOps, Hadoop, SQL",Associate,2,Government,DataVision Ltd,
AI11013,ML Ops Engineer,175580,SE,Switzerland,South Korea,100,"Azure, SQL, Git, GCP, PyTorch",PhD,5,Media,Machine Intelligence Group,
AI11014,AI Research Scientist,69277,SE,Japan,Japan,100,"R, AWS, SQL, Docker",Master,7,Education,Future Systems,
AI11015,Machine Learning Researcher,149943,SE,Germany,Finland,50,"PyTorch, TensorFlow, NLP, GCP",Associate,8,Healthcare,DataVision Ltd,
AI11016,Robotics Engineer,53174,EN,Israel,Israel,50,"Deep Learning, Hadoop, R, Mathematics",PhD,1,Media,Smart Analytics,
AI11017,Principal Data Scientist,41013,EN,China,China,100,"Computer Vision, SQL, Python",PhD,1,Education,Autonomous Tech,
AI11018,Head of AI,140352,MI,Norway,Norway,100,"NLP, PyTorch, MLOps",Master,3,Retail,Future Systems,
AI11019,Deep Learning Engineer,53375,MI,Austria,Austria,50,"PyTorch, Python, Deep Learning, Data Visualization, GCP",Master,3,Energy,Advanced Robotics,
AI11020,Data Scientist,124514,SE,Canada,Canada,100,"Git, PyTorch, Deep Learning",PhD,9,Finance,Quantum Computing Inc,
AI11021,AI Product Manager,60315,EN,India,India,50,"PyTorch, NLP, SQL, Java, GCP",Associate,1,Manufacturing,Smart Analytics,
AI11022,Deep Learning Engineer,70167,MI,Ireland,Ireland,0,"GCP, Kubernetes, Java, TensorFlow",Master,3,Healthcare,Quantum Computing Inc,
AI11023,Principal Data Scientist,44783,EN,Finland,Denmark,0,"GCP, Python, Tableau",PhD,1,Technology,Cloud AI Solutions,
AI11024,Research Scientist,60707,EN,Israel,Israel,0,"GCP, PyTorch, Deep Learning",Bachelor,1,Telecommunications,Advanced Robotics,
AI11025,Research Scientist,155654,EX,Netherlands,Netherlands,0,"Spark, NLP, AWS, TensorFlow",PhD,11,Government,Predictive Systems,
AI11026,ML Ops Engineer,83476,MI,Canada,Sweden,0,"Deep Learning, PyTorch, TensorFlow, Spark, GCP",Bachelor,2,Education,Neural Networks Co,
AI11027,AI Specialist,66919,MI,South Korea,South Korea,50,"Python, Computer Vision, NLP",PhD,2,Transportation,Quantum Computing Inc,
AI11028,Data Scientist,180151,EX,Sweden,South Korea,50,"Scala, Java, Docker, Computer Vision, Linux",PhD,19,Retail,Future Systems,
AI11029,Data Analyst,91981,EN,Norway,Norway,0,"Python, Statistics, R, MLOps, Scala",PhD,1,Retail,Autonomous Tech,
AI11030,AI Software Engineer,165771,EX,Australia,Austria,0,"Hadoop, Statistics, Data Visualization",Master,19,Automotive,Advanced Robotics,
AI11031,Research Scientist,104584,SE,Germany,Germany,0,"Linux, SQL, Statistics, PyTorch, Mathematics",PhD,8,Consulting,Cloud AI Solutions,
AI11032,Machine Learning Researcher,68772,EN,Singapore,France,50,"Python, Docker, SQL, Linux, Statistics",Master,1,Retail,DeepTech Ventures,
AI11033,AI Consultant,45877,EN,Ireland,Ireland,100,"Deep Learning, TensorFlow, Kubernetes",Master,0,Finance,Cognitive Computing,
AI11034,AI Software Engineer,90371,SE,Finland,Finland,0,"Scala, SQL, GCP, AWS, Azure",Associate,7,Energy,Advanced Robotics,
AI11035,AI Specialist,144372,EX,India,India,0,"R, Mathematics, NLP, GCP, PyTorch",Bachelor,17,Real Estate,Digital Transformation LLC,
AI11036,NLP Engineer,81787,MI,Finland,Finland,0,"PyTorch, AWS, NLP",Bachelor,2,Government,Autonomous Tech,
AI11037,Research Scientist,152676,SE,France,France,50,"NLP, MLOps, Java",Bachelor,9,Education,Advanced Robotics,
AI11038,Research Scientist,299781,EX,Norway,Australia,50,"SQL, Java, GCP, Mathematics, Linux",Bachelor,16,Gaming,TechCorp Inc,
AI11039,ML Ops Engineer,84253,SE,India,India,50,"Python, Deep Learning, NLP",PhD,9,Telecommunications,AI Innovations,
AI11040,NLP Engineer,141763,SE,Singapore,Singapore,100,"SQL, Git, Mathematics, Python",Master,8,Real Estate,Future Systems,
AI11041,NLP Engineer,67746,MI,China,China,100,"AWS, Spark, Deep Learning, Kubernetes, Python",Master,4,Education,AI Innovations,
AI11042,Deep Learning Engineer,105845,SE,France,France,0,"Java, R, Linux, Spark",Master,5,Media,Cognitive Computing,
AI11043,Machine Learning Researcher,160127,EX,United States,United States,50,"Linux, Python, MLOps, AWS, Azure",Master,10,Real Estate,Quantum Computing Inc,
AI11044,Deep Learning Engineer,123429,EX,China,China,100,"Scala, Hadoop, TensorFlow, R, AWS",PhD,12,Energy,Advanced Robotics,
AI11045,Head of AI,245667,EX,United States,United States,100,"Deep Learning, Data Visualization, Scala, Linux",Master,10,Telecommunications,DeepTech Ventures,
AI11046,AI Research Scientist,115142,SE,Germany,South Korea,0,"Java, SQL, Scala",Bachelor,8,Media,Smart Analytics,
AI11047,Data Engineer,64007,EN,France,Switzerland,0,"Tableau, Kubernetes, PyTorch",Master,1,Retail,Neural Networks Co,
AI11048,NLP Engineer,59806,MI,Austria,Austria,50,"Mathematics, Python, TensorFlow, Deep Learning, Java",Associate,4,Government,Cognitive Computing,
AI11049,Principal Data Scientist,59506,MI,Israel,Israel,100,"Data Visualization, Python, AWS, NLP, Statistics",Associate,3,Retail,TechCorp Inc,
AI11050,Machine Learning Researcher,187771,EX,India,United Kingdom,0,"Kubernetes, Scala, Hadoop, TensorFlow, Docker",Bachelor,14,Retail,Predictive Systems,
AI11051,ML Ops Engineer,228723,EX,Netherlands,Netherlands,100,"Docker, Kubernetes, Tableau, Scala",PhD,13,Real Estate,Machine Intelligence Group,
AI11052,AI Software Engineer,86580,SE,Israel,Israel,100,"Kubernetes, SQL, NLP, Statistics",Master,9,Government,Algorithmic Solutions,
AI11053,AI Software Engineer,76547,EN,Germany,Germany,50,"Python, Computer Vision, Kubernetes",Associate,0,Education,Cloud AI Solutions,
AI11054,ML Ops Engineer,77559,MI,China,China,100,"Git, Docker, Python",PhD,4,Technology,Digital Transformation LLC,
AI11055,Research Scientist,66839,SE,Japan,Japan,50,"Kubernetes, Python, AWS, MLOps",Bachelor,9,Media,Cloud AI Solutions,
AI11056,Autonomous Systems Engineer,64005,MI,Austria,Austria,100,"Git, Tableau, R",PhD,3,Gaming,Cloud AI Solutions,
AI11057,Computer Vision Engineer,133957,MI,Denmark,Norway,100,"TensorFlow, Python, NLP, GCP",Associate,2,Manufacturing,Advanced Robotics,
AI11058,Principal Data Scientist,68246,EN,France,France,50,"R, Tableau, TensorFlow, Mathematics, Git",Bachelor,1,Energy,Predictive Systems,
AI11059,AI Product Manager,57306,EN,Australia,Australia,0,"R, Linux, Kubernetes",Bachelor,1,Manufacturing,AI Innovations,
AI11060,Deep Learning Engineer,76154,EN,Netherlands,Netherlands,0,"Mathematics, Deep Learning, Docker, Statistics",PhD,1,Real Estate,Algorithmic Solutions,
AI11061,Data Scientist,77373,EN,Singapore,Singapore,0,"Git, Kubernetes, SQL, Docker",PhD,0,Technology,Neural Networks Co,
AI11062,AI Specialist,81094,SE,Israel,Israel,100,"Azure, SQL, NLP, Docker, AWS",Associate,7,Technology,AI Innovations,
AI11063,AI Specialist,83301,EN,United Kingdom,United Kingdom,100,"Statistics, R, SQL, Hadoop",Associate,1,Retail,Neural Networks Co,
AI11064,ML Ops Engineer,121131,MI,Singapore,Singapore,50,"Git, Azure, Scala, Computer Vision",Associate,2,Real Estate,Machine Intelligence Group,
AI11065,Data Scientist,69872,MI,India,India,100,"GCP, Hadoop, MLOps",PhD,3,Healthcare,AI Innovations,
AI11066,Machine Learning Engineer,111660,SE,Netherlands,Netherlands,0,"SQL, Hadoop, Azure, Git",PhD,5,Energy,Cloud AI Solutions,
AI11067,AI Architect,123977,SE,Japan,China,50,"Docker, NLP, Python, Java, Linux",Bachelor,8,Education,DeepTech Ventures,
AI11068,Machine Learning Engineer,73282,MI,Germany,Germany,50,"TensorFlow, Git, Kubernetes, Statistics, Tableau",PhD,4,Automotive,Digital Transformation LLC,
AI11069,AI Product Manager,45764,EN,France,France,50,"Computer Vision, MLOps, Java",Associate,0,Technology,Quantum Computing Inc,
AI11070,Data Scientist,126354,EX,Austria,Austria,100,"Kubernetes, TensorFlow, NLP",PhD,18,Government,Digital Transformation LLC,
AI11071,AI Consultant,162029,SE,Denmark,Denmark,0,"Git, Scala, SQL",Master,6,Automotive,DeepTech Ventures,
AI11072,AI Consultant,45348,EN,China,China,100,"Hadoop, Linux, Docker, Spark",Associate,0,Education,Neural Networks Co,
AI11073,ML Ops Engineer,85311,SE,India,India,0,"Python, PyTorch, R, Statistics",PhD,8,Finance,Future Systems,
AI11074,Research Scientist,221963,SE,Denmark,Denmark,50,"Data Visualization, Scala, PyTorch",Bachelor,9,Education,Cognitive Computing,
AI11075,Machine Learning Engineer,91947,SE,Ireland,United Kingdom,0,"SQL, Azure, Spark, GCP",Associate,7,Transportation,Neural Networks Co,
AI11076,Research Scientist,89230,SE,Israel,Israel,50,"SQL, Data Visualization, Hadoop",Associate,7,Telecommunications,DeepTech Ventures,
AI11077,AI Research Scientist,59211,EN,Australia,Australia,50,"Kubernetes, NLP, Linux",Bachelor,1,Technology,Smart Analytics,
AI11078,Deep Learning Engineer,260026,EX,Norway,Netherlands,50,"Hadoop, PyTorch, Spark",PhD,14,Automotive,Advanced Robotics,
AI11079,AI Architect,70526,MI,Austria,Austria,100,"R, SQL, MLOps",Bachelor,2,Telecommunications,AI Innovations,
AI11080,Machine Learning Engineer,50395,EN,Israel,Norway,50,"Python, PyTorch, NLP",Master,0,Media,Quantum Computing Inc,
AI11081,Machine Learning Researcher,49189,MI,India,Netherlands,100,"Data Visualization, Azure, Linux, SQL",PhD,2,Retail,Cognitive Computing,
AI11082,Data Engineer,62553,MI,Finland,Finland,0,"Tableau, AWS, PyTorch, MLOps",Master,4,Education,DataVision Ltd,
AI11083,Data Analyst,36480,EN,Israel,Israel,50,"Docker, Tableau, PyTorch",Associate,1,Transportation,Cognitive Computing,
AI11084,Data Analyst,60239,EN,Israel,Israel,50,"Python, Kubernetes, Tableau, SQL, Git",Associate,1,Gaming,Cognitive Computing,
AI11085,AI Architect,174916,EX,Sweden,Switzerland,100,"Deep Learning, Java, R, Git, Data Visualization",Bachelor,12,Retail,TechCorp Inc,
AI11086,AI Architect,64208,EN,Netherlands,Netherlands,100,"Python, NLP, Hadoop, MLOps",PhD,0,Technology,TechCorp Inc,
AI11087,Data Engineer,135101,MI,United States,United States,0,"Linux, PyTorch, Tableau, NLP, Java",Master,3,Education,DataVision Ltd,
AI11088,Data Scientist,59512,MI,Austria,Austria,0,"Tableau, Deep Learning, SQL, Linux, PyTorch",Bachelor,3,Manufacturing,Cloud AI Solutions,
AI11089,Deep Learning Engineer,145208,SE,United States,United States,100,"SQL, Docker, PyTorch, MLOps",PhD,9,Consulting,Machine Intelligence Group,
AI11090,Autonomous Systems Engineer,87548,SE,Ireland,Canada,100,"Docker, TensorFlow, Python, Statistics",Master,6,Education,Smart Analytics,
AI11091,Data Engineer,58763,EN,Canada,Canada,50,"MLOps, Python, Kubernetes, Statistics",Associate,0,Media,Autonomous Tech,
AI11092,Machine Learning Researcher,116237,EX,Israel,Israel,50,"Statistics, NLP, Python",Master,10,Media,Machine Intelligence Group,
AI11093,AI Consultant,147973,EX,Japan,Japan,0,"Java, Hadoop, Tableau, Computer Vision, Deep Learning",Associate,14,Manufacturing,AI Innovations,
AI11094,AI Consultant,77735,EN,Germany,Germany,50,"Spark, TensorFlow, MLOps, Scala, Mathematics",Master,1,Education,AI Innovations,
AI11095,AI Software Engineer,158389,SE,United Kingdom,United Kingdom,100,"SQL, Azure, TensorFlow",Associate,7,Technology,Machine Intelligence Group,
AI11096,AI Consultant,122540,SE,Germany,Japan,100,"GCP, Hadoop, Kubernetes",Master,7,Automotive,Cognitive Computing,
AI11097,ML Ops Engineer,88443,MI,United States,United States,100,"MLOps, PyTorch, NLP, Kubernetes, Statistics",Bachelor,3,Retail,Predictive Systems,
AI11098,Robotics Engineer,87725,EN,United States,United States,100,"AWS, SQL, Kubernetes, PyTorch",Bachelor,0,Telecommunications,Smart Analytics,
AI11099,AI Research Scientist,92545,MI,Singapore,Singapore,50,"Python, Kubernetes, GCP, AWS, Scala",Master,2,Education,Neural Networks Co,
AI11100,AI Research Scientist,133892,EX,India,India,50,"TensorFlow, SQL, R",Master,15,Education,TechCorp Inc,
AI11101,AI Product Manager,100445,SE,India,India,50,"GCP, Docker, Kubernetes, Scala",Associate,9,Consulting,Smart Analytics,
AI11102,Autonomous Systems Engineer,44275,EN,India,India,0,"Hadoop, Python, Docker",PhD,0,Consulting,Digital Transformation LLC,
AI11103,AI Research Scientist,175526,EX,Austria,Austria,50,"Kubernetes, Git, Linux, Computer Vision",Master,17,Education,Neural Networks Co,
AI11104,AI Consultant,67784,EN,Norway,Norway,100,"R, SQL, Deep Learning",Master,1,Gaming,DeepTech Ventures,
AI11105,Robotics Engineer,56659,EN,China,China,0,"R, Tableau, Deep Learning",PhD,0,Energy,TechCorp Inc,
AI11106,Robotics Engineer,252752,EX,Norway,France,50,"Deep Learning, Spark, Python, SQL, Kubernetes",PhD,18,Government,TechCorp Inc,
AI11107,Principal Data Scientist,52762,EN,France,South Korea,100,"Linux, SQL, MLOps, PyTorch",Bachelor,1,Transportation,Autonomous Tech,
AI11108,NLP Engineer,103919,MI,Sweden,Sweden,0,"GCP, Data Visualization, Tableau, Java, Mathematics",PhD,4,Consulting,Cloud AI Solutions,
AI11109,AI Product Manager,59529,EN,South Korea,South Korea,0,"Data Visualization, R, Kubernetes, SQL, Deep Learning",Associate,1,Gaming,DataVision Ltd,
AI11110,Machine Learning Engineer,122842,MI,Norway,Finland,50,"Java, Scala, Git",Bachelor,4,Transportation,Future Systems,
AI11111,Data Engineer,219960,EX,Netherlands,Sweden,0,"PyTorch, NLP, Hadoop",Master,16,Retail,DeepTech Ventures,
AI11112,Computer Vision Engineer,50697,EN,Japan,Japan,100,"PyTorch, GCP, NLP",PhD,1,Transportation,Quantum Computing Inc,
AI11113,Deep Learning Engineer,67971,SE,India,India,0,"Java, Python, MLOps",PhD,9,Retail,AI Innovations,
AI11114,NLP Engineer,230365,EX,France,France,0,"Scala, Docker, MLOps",Master,10,Gaming,Neural Networks Co,
AI11115,Data Engineer,101337,EN,Norway,Norway,0,"Docker, Scala, Hadoop",PhD,0,Media,Quantum Computing Inc,
AI11116,Machine Learning Engineer,57259,MI,Japan,Japan,100,"Hadoop, R, Scala, Java, SQL",Associate,4,Retail,Digital Transformation LLC,
AI11117,Data Scientist,80608,MI,Canada,Canada,0,"PyTorch, Kubernetes, Azure, AWS, Computer Vision",PhD,3,Retail,Quantum Computing Inc,
AI11118,Research Scientist,118636,SE,Canada,Canada,100,"Azure, GCP, MLOps, Tableau",Master,7,Consulting,DeepTech Ventures,
AI11119,NLP Engineer,161412,EX,Singapore,Singapore,50,"AWS, Tableau, Linux, MLOps",Master,12,Government,Neural Networks Co,
AI11120,AI Software Engineer,133866,MI,Norway,United Kingdom,0,"SQL, Kubernetes, Spark",Master,2,Telecommunications,Cloud AI Solutions,
AI11121,Data Analyst,81765,MI,Netherlands,Sweden,100,"MLOps, Tableau, Linux, SQL",Bachelor,2,Technology,AI Innovations,
AI11122,Deep Learning Engineer,112760,SE,Singapore,Singapore,100,"Docker, R, NLP",Master,7,Technology,Digital Transformation LLC,
AI11123,ML Ops Engineer,184107,SE,Norway,Norway,0,"Spark, NLP, Kubernetes",Bachelor,9,Healthcare,Cognitive Computing,
AI11124,Deep Learning Engineer,48057,EN,South Korea,South Korea,0,"SQL, NLP, Linux, Hadoop",PhD,1,Media,DeepTech Ventures,
AI11125,AI Specialist,159710,EX,Israel,Israel,50,"Mathematics, Linux, AWS, GCP, Scala",Bachelor,12,Manufacturing,DeepTech Ventures,
AI11126,Research Scientist,88792,MI,Australia,Netherlands,50,"Kubernetes, Mathematics, Computer Vision, GCP, Linux",PhD,2,Transportation,TechCorp Inc,
